hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,date,carb_monox
0,17.0,17.0,7.0,78.0,2.0,-1.5,1029.4,0.0,SSW,0.3,28-Nov-2017,800.0
0,128.0,128.0,2.0,46.0,84.0,21.2,997.1,0.0,N,0.6,19-Jun-2015,800.0
19,36.0,110.0,32.0,53.0,58.0,12.3,1004.3,0.0,ENE,1.0,14-Mar-2015,500.0
22,13.0,13.0,2.0,17.0,27.0,1.8,1017.3,0.5,ESE,1.4,20-Nov-2017,600.0
9,109.0,112.0,12.0,24.0,56.0,29.9,995.3,0.0,E,0.8,15-Aug-2014,1000.0
15,163.0,163.0,11.0,71.0,52.0,14.2,1007.5,0.0,ESE,2.7,5-Nov-2017,2500.0
21,150.0,192.0,101.0,121.0,1.0,-5.2,1025.8,0.0,ENE,1.0,13-Jan-2015,3300.0
0,22.0,52.0,10.0,26.0,108.0,24.6,1006.3,0.0,WSW,1.8,27-May-2017,400.0
0,183.0,183.0,12.0,94.0,6.0,-2.9,1015.2,0.0,WSW,0.8,3-Jan-2018,3700.0
16,72.0,127.0,35.0,66.0,67.0,18.9,1007.4,0.0,NE,0.9,9-May-2015,1400.0
17,9.0,24.0,2.0,13.0,64.0,14.0,1012.0,0.0,WNW,6.0,10-Oct-2016,300.0
21,40.0,112.0,5.0,69.0,40.0,18.5,1006.7,0.0,N,0.9,30-Mar-2015,500.0
11,7.0,7.0,8.0,19.0,51.0,27.6,1007.5,0.0,NE,2.0,10-Sep-2014,300.0
3,36.0,36.0,2.0,14.0,38.0,23.0,1000.4,0.0,NNW,1.2,9-Aug-2017,800.0
23,64.0,93.0,4.284,63.2324,116.5248,25.0,997.7,0.0,SW,1.6,23-Jun-2014,1222.923
6,15.0,30.0,2.0,34.0,15.0,7.875,1012.75,0.0,,0.2,29-Sep-2017,500.0
20,36.0,76.0,11.0,35.0,43.0,5.0,1013.0,0.0,NNW,1.0,27-Nov-2015,700.0
6,73.0,124.0,2.0,62.0,2.0,5.5,1010.8,0.0,ESE,0.7,14-Nov-2017,2000.0
0,10.0,23.0,3.0,20.0,64.0,18.3,994.7,0.0,WNW,2.0,20-May-2014,200.0
12,207.0,214.0,28.0,91.0,20.0,7.3,1006.1,0.0,S,2.1,12-Feb-2017,3000.0
17,126.0,171.0,20.0,33.0,243.0,30.6,1000.2,0.0,SW,1.9,20-Aug-2015,1300.0
8,10.0,10.0,2.0,18.0,46.0,16.5,1016.6,0.0,NW,2.3,5-Oct-2015,300.0
22,68.0,157.0,13.0,44.0,111.0,28.4,996.3,0.0,ESE,1.5,17-Jul-2014,1200.0
18,9.0,9.0,12.0,38.0,52.0,3.8,1027.4,0.0,NW,2.7,30-Dec-2016,500.0
19,81.0,104.0,3.0,36.0,98.0,22.5,1003.2,0.0,ESE,0.8,9-Sep-2014,800.0
23,98.0,111.0,17.0,78.0,30.0,19.4,1011.2,0.0,SE,0.2,6-Sep-2014,2300.0
3,100.0,100.0,2.0,13.0,47.0,22.5,998.7,0.0,NW,1.4,18-Jul-2017,900.0
7,194.0,231.0,2.0,80.0,2.0,11.1,1006.5,0.0,WSW,1.0,7-Apr-2017,2400.0
1,71.0,162.0,12.0,62.0,115.0,28.2,995.0,0.0,SSW,2.5,1-Jun-2016,900.0
3,11.0,11.0,2.0,24.0,32.0,18.0,989.5,0.0,NW,1.2,11-Jun-2016,400.0
7,13.0,32.0,3.0,31.0,33.0,5.5,1020.0,0.0,ENE,2.1,27-Nov-2015,500.0
21,320.0,320.0,,,133.0,15.3,1015.3,0.0,E,0.0,10-Oct-2015,1222.923
4,79.0,175.0,2.0,58.0,15.0,25.4,998.0,0.0,NE,1.4,23-Jun-2017,1000.0
5,50.0,60.0,3.0,27.0,63.0,23.2,1007.7,0.0,W,0.7,6-Jul-2017,800.0
22,24.0,24.0,2.0,43.0,86.0,20.6,1002.8,0.1,SE,0.8,9-Jun-2015,400.0
6,115.0,150.0,20.0,73.0,41.0,21.8,1002.4,0.0,ESE,1.8,22-Jun-2016,1600.0
7,43.0,337.0,4.0,44.0,57.0,6.4,1011.2,0.0,WNW,4.0,5-Mar-2017,400.0
8,63.0,105.0,9.0,70.0,1.0,20.2,1010.9,0.0,E,1.0,22-Sep-2014,1100.0
21,31.0,31.0,2.0,25.0,70.0,11.0,1013.3,4.5,SW,1.2,11-Apr-2016,700.0
14,128.0,144.0,76.0,48.0,143.0,22.5,1004.5,0.0,SE,1.7,8-May-2014,1700.0
7,10.0,47.0,2.0,15.0,80.0,20.9,1002.5,0.0,WNW,3.8,19-May-2016,100.0
7,67.0,67.0,2.0,20.0,33.0,25.1,994.2,0.0,N,1.5,3-Aug-2016,700.0
2,90.0,130.0,12.0,118.0,2.0,9.1,1010.8,0.0,NE,0.7,21-Apr-2015,700.0
7,13.0,13.0,17.0,26.0,48.0,-0.9,1013.2,0.0,E,0.8,30-Jan-2015,600.0
5,100.0,154.0,21.0,85.0,10.0,-6.6,1025.0,0.0,NW,1.4,18-Dec-2015,2900.0
9,44.0,98.0,5.0,65.0,,27.4,1000.4,0.0,WSW,1.4,4-Sep-2015,500.0
4,178.0,255.0,70.0,121.0,7.0,0.6,1023.0,0.0,ENE,1.0,28-Dec-2015,4400.0
2,77.0,77.0,3.0,40.0,54.0,21.1,1002.6,0.0,ESE,0.1,21-Jun-2015,600.0
20,44.0,44.0,8.0,56.0,137.0,27.3,996.6,0.0,WSW,1.1,9-Jul-2015,500.0
16,63.0,83.0,31.0,58.0,19.0,0.8,1014.6,0.0,ENE,1.0,13-Dec-2014,1300.0
14,152.0,162.0,39.0,96.0,6.0,1.5,1013.5,0.0,ESE,2.0,11-Dec-2017,2300.0
0,184.0,184.0,10.0,111.0,2.0,-2.3,1025.9,0.0,SW,0.2,6-Jan-2018,5300.0
7,,,,,,9.2,1009.1,0.0,NW,2.6,10-Oct-2016,1222.923
22,216.0,271.0,56.0,131.0,5.0,-2.1,1024.0,0.0,NW,1.1,27-Dec-2015,5000.0
12,91.0,91.0,32.0,39.0,142.0,24.8,1005.0,0.0,SSW,1.5,23-May-2017,1300.0
15,8.0,8.0,8.0,15.0,113.0,34.4,993.3,0.0,W,3.7,21-Jul-2015,400.0
15,255.0,280.0,17.0,117.0,3.0,2.5,1019.5,0.0,NE,1.2,8-Dec-2016,4100.0
22,176.0,241.0,83.0,102.0,7.0,1.7,1015.6,0.0,E,0.4,12-Mar-2017,3300.0
1,92.0,142.0,16.0,41.0,112.0,22.0,1005.3,0.0,ESE,1.8,5-Jun-2017,1300.0
10,136.0,136.0,13.0,95.0,9.0,6.4,1012.3,0.0,WNW,2.8,8-Dec-2017,2900.0
14,11.0,66.0,6.0,16.0,55.0,14.7,1016.0,0.0,W,5.8,2-Nov-2015,300.0
7,101.0,110.0,3.0,62.0,18.207,25.3,996.5,0.0,N,1.6,4-Aug-2014,1222.923
1,27.0,46.0,2.0,43.0,7.0,6.8,1011.5,0.0,NW,1.1,10-Oct-2017,1600.0
19,13.0,83.0,17.0,13.0,94.0,5.7,1015.1,0.0,NNE,3.3,9-Mar-2014,400.0
9,81.0,62.0,21.0,34.0,99.0,19.1,1009.3,0.0,SW,2.1,3-May-2014,600.0
22,51.0,112.0,9.0,51.0,51.0,11.1,1004.0,0.0,SE,1.7,11-Apr-2017,700.0
23,110.0,110.0,7.0,33.0,83.0,17.9,1004.2,0.0,ENE,1.4,22-Apr-2016,600.0
18,46.0,60.0,20.0,57.0,60.0,11.3,1005.0,0.0,SSE,1.5,12-Mar-2016,800.0
12,109.0,109.0,2.0,23.0,129.0,27.3,1000.4,0.0,WSW,0.9,29-Jun-2017,900.0
5,186.0,186.0,12.0,114.0,2.0,11.0,1015.2,0.0,N,0.0,31-Oct-2015,1700.0
7,43.0,43.0,2.0,17.0,49.0,19.6,999.4,1.1,W,0.8,20-Jun-2015,800.0
9,38.0,38.0,2.0,14.0,64.0,22.7,998.2,0.0,SE,0.9,18-Jul-2016,500.0
18,522.0,527.0,8.0,193.0,2.0,-1.3,1019.1,0.0,SSE,1.0,1-Jan-2018,7400.0
23,49.0,49.0,2.0,24.0,98.0,21.7,995.9,0.0,E,1.7,27-Jun-2017,300.0
20,46.0,46.0,10.0,70.0,38.0,-0.9,1022.7,0.0,ESE,1.8,24-Dec-2016,1200.0
18,67.0,62.0,37.0,84.0,19.0,4.75,1013.0,0.0,NW,1.5,11-Jan-2018,1300.0
10,233.0,246.0,26.0,87.0,6.0,-1.6,1021.6,0.0,WSW,1.8,28-Nov-2016,3500.0
7,11.0,24.0,18.0,80.0,18.0,-3.7,1025.2,0.0,NE,1.6,11-Feb-2018,700.0
18,108.0,165.0,5.0,26.0,222.0,28.8,1008.4,0.0,SW,1.7,15-Sep-2017,1000.0
3,148.0,181.0,66.0,113.0,2.0,-6.0,1019.0,0.0,NE,1.0,3-Jan-2016,3800.0
4,12.0,15.0,2.0,38.0,,17.9,1013.4,0.0,NW,1.7,7-May-2017,200.0
8,12.0,23.0,3.0,29.0,58.0,6.6,1030.6,0.0,E,1.3,7-Apr-2016,300.0
5,10.0,36.0,12.0,52.0,1.0,6.3,1017.5,0.0,ESE,0.0,25-Sep-2014,300.0
4,97.0,119.0,72.0,77.0,6.0,-8.4,1022.5,0.0,W,0.7,11-Jan-2015,3700.0
14,3.0,41.0,2.0,14.0,115.0,25.5,994.8,0.0,NW,4.8,3-May-2017,200.0
20,76.0,73.0,3.0,55.0,138.0,28.6,990.8,0.0,ENE,0.8,29-Jul-2014,1000.0
14,7.0,12.0,1.0,16.0,66.0,27.9,1005.3,0.0,NW,1.8,30-Aug-2014,200.0
0,274.0,226.0,69.0,105.0,4.0,1.0,1011.3,0.0,NNW,1.0,8-Dec-2014,4600.0
13,,,,,,0.0,1024.3,0.0,NNW,4.1,26-Jan-2017,1222.923
9,104.0,135.0,2.0,111.0,13.0,21.9,1002.2,0.0,N,1.9,29-May-2016,1600.0
7,10.0,14.0,2.0,20.0,85.0,8.0,1020.1,0.0,NNW,3.1,13-Apr-2016,300.0
23,87.0,129.0,24.0,32.0,171.0,27.1,999.5,0.0,NE,1.1,30-May-2015,1000.0
11,132.0,141.0,25.0,51.0,114.0,23.1,1012.1,0.0,ESE,1.2,15-Sep-2016,1500.0
1,113.0,126.0,36.0,74.0,6.0,0.0,1024.0,0.0,E,1.8,12-Jan-2016,2300.0
14,166.0,199.0,40.0,128.0,5.0,3.8,1024.9,0.0,SW,2.2,24-Dec-2017,3500.0
15,209.0,209.0,11.0,79.0,7.0,7.6,1024.6,0.0,SSW,0.9,12-Nov-2016,3000.0
3,85.0,109.0,37.0,123.0,31.0,12.1,1001.8,0.0,NNE,0.4,28-Apr-2014,1399.0
23,52.0,56.0,37.0,57.0,12.0,6.5,1012.2,0.0,NNW,1.0,3-Dec-2014,1200.0
14,13.0,13.0,9.0,22.0,51.0,15.4,1020.0,0.0,N,2.9,1-Nov-2015,400.0
0,20.0,24.0,1.0,24.0,72.0,23.4,1000.0,0.0,ENE,0.8,25-Aug-2014,400.0
18,6.0,19.0,2.0,9.0,79.0,3.1,1027.0,0.0,N,3.3,19-Feb-2017,200.0
0,86.0,54.0,3.0,37.0,30.0,11.8,997.8,0.0,NE,0.8,10-May-2014,100.0
8,132.0,132.0,2.0,93.0,13.0,17.4,1017.2,0.0,N,1.5,15-Sep-2016,1400.0
22,56.0,114.0,19.0,47.0,106.0,19.9,1007.6,0.0,ENE,1.9,7-May-2016,700.0
12,,,,,,-0.4,1020.5,0.0,SW,2.2,11-Feb-2015,1222.923
1,216.0,227.0,68.0,140.0,65.0,4.4,995.6,0.0,E,0.8,8-Mar-2014,5299.0
2,412.0,412.0,17.0,2.0,2.0,0.3,1019.1,0.0,ESE,0.4,22-Dec-2017,7700.0
2,120.0,113.0,15.0,50.0,45.0,22.8,997.0,0.0,WSW,1.4,19-Jul-2014,700.0
21,12.0,41.0,2.0,37.0,45.0,-5.2,1032.0,0.0,NW,2.8,11-Jan-2017,800.0
8,84.0,72.0,53.0,56.0,1.0,-5.0,1022.5,0.0,NNW,0.9,19-Dec-2014,3300.0
13,331.0,331.0,14.0,59.0,81.0,19.4,1000.9,0.0,SE,1.5,25-Oct-2015,2100.0
9,91.0,99.0,8.0,57.0,4.0,19.3,1002.7,8.9,NNW,0.7,7-Jun-2014,2200.0
15,,,,,,8.6,1017.7,0.0,NE,1.5,25-Feb-2015,1222.923
0,42.0,42.0,2.0,57.0,6.0,3.8,1017.8,0.0,SW,0.7,8-Nov-2016,1100.0
5,134.0,158.0,19.0,119.0,2.0,-0.3,997.5,0.0,E,0.4,19-Feb-2018,3000.0
14,8.0,8.0,4.0,14.0,78.0,26.1,1009.1,0.0,SE,1.4,27-Sep-2015,200.0
3,3.0,14.0,4.0,54.0,21.0,25.8,990.2,0.0,NW,2.0,1-Sep-2017,200.0
16,10.0,14.0,1.0,23.0,110.0,26.2,1005.0,0.0,S,0.8,20-Sep-2014,200.0
3,143.0,161.0,51.0,72.0,4.0,-0.8,1017.8,0.0,E,2.4,6-Jan-2015,5900.0
17,184.0,210.0,49.0,81.0,123.0,18.5,1006.8,0.0,SE,0.0,4-Oct-2014,1900.0
16,9.0,9.0,4.0,13.0,71.0,7.2,1025.5,0.0,NNW,2.8,27-Nov-2017,300.0
20,106.0,110.0,12.0,71.0,8.0,-2.625,1021.75,0.0,NE,1.2,15-Jan-2018,1400.0
4,27.0,40.0,2.0,39.0,31.0,15.5,1005.8,0.0,NW,1.1,20-Sep-2016,700.0
11,99.0,165.0,15.0,63.0,60.0,14.8,1013.3,0.0,SE,1.3,27-Mar-2016,900.0
0,26.0,66.0,2.0,92.0,2.0,20.5,1010.3,0.0,SW,0.1,27-Aug-2017,600.0
2,287.0,318.0,135.0,139.0,1.0,-3.3,1014.1,0.0,NE,1.4,23-Jan-2015,5800.0
7,90.0,99.0,33.0,69.0,4.0,-6.0,1007.0,0.0,NNW,0.7,13-Feb-2016,2200.0
4,187.0,187.0,2.0,90.0,2.0,15.7,1006.1,0.0,N,0.7,2-Oct-2017,1000.0
18,10.0,10.0,2.0,14.0,51.0,7.9,1020.2,0.0,N,2.2,30-Oct-2017,100.0
16,26.0,92.0,5.0,35.0,45.0,10.7,1012.1,0.0,WNW,5.1,30-Nov-2017,400.0
22,127.0,184.0,44.0,97.0,1.0,-1.8,1014.7,0.0,NE,0.5,1-Dec-2014,2000.0
22,41.0,79.0,2.0,34.0,137.0,24.6,995.1,0.0,NNW,0.9,12-Jun-2017,600.0
2,30.0,36.0,2.0,10.0,58.0,21.7,997.0,0.0,NW,1.0,17-Jul-2017,900.0
23,60.0,158.0,27.0,56.0,94.0,24.3,994.1,0.0,E,1.1,30-May-2014,1000.0
15,82.0,102.0,23.0,50.0,105.0,23.7,1006.7,0.0,NW,1.1,14-Oct-2016,1400.0
11,66.0,83.0,4.0,71.0,148.0,28.9,1004.8,0.0,SSE,1.8,21-Jun-2016,700.0
18,71.0,141.0,25.704,67.0,80.0,14.4,1008.9,0.0,ENE,0.0,11-Oct-2014,600.0
0,311.0,311.0,21.0,107.0,8.0,-5.0,1018.0,0.0,NW,0.9,16-Jan-2016,4400.0
1,135.0,135.0,3.0,52.0,108.0,24.0,1002.5,0.0,SSE,1.0,21-Jul-2016,1300.0
5,28.0,28.0,2.0,44.0,2.0,17.6,1010.9,0.0,NNW,0.9,18-Sep-2017,600.0
5,220.0,220.0,12.0,127.0,7.0,0.2,1019.6,0.0,ENE,0.9,14-Dec-2016,5100.0
8,38.0,61.0,13.0,54.0,31.0,13.1,1013.6,0.0,ESE,1.0,9-May-2016,1200.0
0,124.0,227.0,58.0,99.0,2.0,8.4,1004.7,0.0,SW,1.0,3-Apr-2014,1300.0
9,123.0,135.0,49.0,86.0,4.0,-5.0,1027.0,0.0,NW,1.1,2-Feb-2016,2600.0
6,15.0,19.0,7.0,53.0,1.0,16.4,1010.0,0.0,NNE,0.8,15-Sep-2014,300.0
8,115.0,128.0,5.0,88.0,45.0,27.6,993.6,0.0,NNE,0.5,12-Jul-2016,800.0
12,36.0,58.0,33.0,65.0,10.0,2.2,1017.0,0.0,WSW,1.9,8-Dec-2015,1100.0
15,61.0,84.0,8.0,25.0,253.0,30.6,997.7,0.0,S,2.8,8-Aug-2015,800.0
17,5.0,18.0,1.0,17.0,54.0,25.1,999.6,0.0,N,3.6,29-Aug-2014,200.0
20,7.0,47.0,2.0,59.0,10.0,7.2,1028.3,0.0,SSW,0.5,28-Oct-2017,400.0
7,80.0,378.0,9.0,75.0,18.0,15.9,997.4,0.0,NW,4.2,1-Apr-2017,600.0
15,18.0,38.0,5.0,17.0,107.0,8.5,1022.2,0.0,WSW,2.8,23-Feb-2018,400.0
21,11.0,51.0,2.0,35.0,76.0,21.8,998.4,0.0,NW,1.3,3-May-2017,300.0
6,332.0,346.0,5.0,107.0,4.0,-2.9,1024.3,0.0,ENE,1.3,20-Dec-2017,8600.0
5,5.0,20.0,10.0,12.0,40.0,6.2,1014.0,0.0,ENE,1.0,3-Nov-2015,400.0
14,108.0,218.0,59.0,22.0,246.0,28.7,1001.0,0.0,SE,3.9,22-May-2014,1200.0
2,34.0,34.0,21.0,22.0,12.0,1.0,1019.3,0.0,NNE,1.3,1-Dec-2017,1100.0
2,60.0,97.0,6.0,48.0,74.0,23.7,1000.5,0.0,NNE,0.8,8-Aug-2015,900.0
9,57.0,109.0,23.0,41.0,50.0,23.4,1000.7,0.0,N,1.7,30-May-2017,1100.0
12,28.0,28.0,2.0,39.0,68.0,17.0,1002.7,0.0,SW,2.6,11-May-2016,700.0
14,309.0,309.0,9.0,163.0,22.0,12.1,1002.3,0.0,SSE,1.7,4-Nov-2017,3400.0
10,,142.0,3.0,73.0,4.0,5.6,1026.1,0.0,S,1.5,10-Nov-2016,2600.0
14,35.0,35.0,2.0,23.0,68.0,30.4,1003.8,0.0,NW,2.3,6-Sep-2017,400.0
9,51.0,95.0,36.0,48.0,61.0,17.1,1011.2,0.0,ENE,1.7,10-May-2015,1200.0
14,94.0,254.0,31.0,51.0,58.0,14.8,1018.1,0.0,SW,2.0,22-Mar-2017,2100.0
14,20.0,61.0,9.0,11.0,110.0,21.6,1009.8,0.0,SW,2.3,29-Mar-2017,300.0
1,13.0,20.0,2.0,22.0,42.0,17.9,1004.2,0.0,NNE,1.0,7-Sep-2016,100.0
10,22.0,37.0,5.0,39.0,54.0,-2.96666666666667,1031.0,0.0,NE,2.7,18-Jan-2018,1222.923
17,209.0,209.0,2.0,29.0,284.0,30.6,995.4,0.0,SSE,2.1,31-Jul-2015,1700.0
17,11.0,32.0,5.0,18.0,99.0,31.2,997.7,0.0,WSW,2.6,29-May-2014,100.0
6,75.0,108.0,2.0,57.0,2.0,10.0,1009.2,0.0,N,1.4,20-Oct-2016,1000.0
2,20.0,20.0,2.0,26.0,88.0,23.0,998.3,0.0,N,1.2,13-Aug-2015,500.0
7,15.0,15.0,2.0,30.0,32.0,15.1,1018.5,0.0,ENE,3.2,26-Oct-2015,300.0
18,36.0,36.0,2.0,9.0,151.0,28.3,990.8,0.0,NNE,2.2,24-Jul-2016,400.0
9,149.0,224.0,3.0,91.0,38.0,27.8,1006.9,0.0,ENE,0.1,19-Aug-2015,1200.0
16,45.0,47.0,5.0,51.0,74.0,22.0,1009.4,0.0,SSE,0.8,4-Sep-2014,1000.0
18,132.0,256.0,37.0,43.0,255.0,28.6,998.1,0.0,SW,1.7,21-May-2015,1300.0
0,32.0,53.0,2.0,46.0,125.0,26.7,1005.6,0.0,SW,2.0,21-Jun-2016,300.0
2,33.0,33.0,2.0,65.0,23.0,19.1,1001.4,1.4,N,0.9,2-Sep-2015,900.0
0,65.0,71.0,2.0,57.0,5.0,2.7,1014.3,0.0,NNW,2.0,3-Nov-2017,1300.0
0,42.0,80.0,3.0,36.0,72.0,26.2,1000.8,0.0,E,2.7,5-Jul-2017,700.0
23,65.0,68.0,2.0,33.0,43.0,22.7,997.9,2.8,WNW,0.6,17-Jul-2016,900.0
1,69.0,40.0,7.0,20.0,30.0,17.7,995.6,0.0,ENE,0.2,28-May-2014,500.0
17,158.0,187.0,67.0,135.0,2.0,0.0,1010.0,0.0,WSW,0.8,3-Jan-2016,3100.0
8,5.0,29.0,2.0,19.0,68.0,3.1,1016.7,0.0,NW,4.4,18-Feb-2017,400.0
8,48.0,94.0,26.0,85.0,4.0,12.3,1010.6,0.0,N,1.0,12-Apr-2014,900.0
4,100.0,100.0,2.0,82.0,2.0,25.8,999.5,0.0,NE,0.8,2-Aug-2015,900.0
6,12.0,21.0,25.0,34.0,16.9218,3.9,1024.5,0.0,NE,1.0,11-Nov-2014,500.0
8,14.0,28.0,2.0,14.0,70.0,5.0,1028.8,0.0,NE,3.2,6-Apr-2016,200.0
9,181.0,181.0,95.0,99.0,2.0,-1.0,1017.0,0.0,NE,0.5,24-Jan-2016,5100.0
16,92.0,118.0,25.0,66.0,57.0,8.8,1014.8,0.0,SSE,2.5,18-Feb-2018,1000.0
15,136.0,136.0,2.0,25.0,217.0,32.1,998.9,0.0,WSW,1.4,1-Aug-2015,900.0
16,50.0,60.0,26.0,89.0,21.0,6.525,1018.0,0.0,SW,1.9,11-Jan-2018,1300.0
11,80.0,80.0,2.0,48.0,60.0,25.2,1004.5,0.0,NE,1.7,20-Jul-2016,1200.0
23,171.0,203.0,9.0,112.0,2.0,7.4,1019.5,0.0,W,2.0,2-Nov-2017,2200.0
23,,,,,,9.6,1006.1,0.0,ESE,1.1,8-Oct-2016,1222.923
4,79.0,92.0,3.0,48.0,2.0,-4.9,1016.6,0.0,NNW,1.5,25-Nov-2017,1200.0
6,25.0,32.0,2.0,40.0,11.0,12.2,1002.7,0.0,SSW,0.3,10-May-2017,400.0
0,79.0,55.0,3.0,43.0,12.0,23.0,1000.5,0.0,NNE,0.1,23-Aug-2014,1000.0
19,114.0,160.0,15.0,54.0,146.0,24.6,1009.9,0.0,SSW,0.8,3-Sep-2014,1100.0
18,64.0,92.0,6.0,26.0,248.0,31.4,1002.4,0.0,S,2.0,7-Jul-2016,700.0
11,128.0,128.0,3.0,63.0,3.0,6.3,1027.4,0.0,NE,0.8,12-Nov-2016,3300.0
13,56.0,56.0,2.0,7.0,126.0,29.4,993.2,0.0,ENE,1.2,2-Aug-2016,700.0
7,17.0,22.0,3.0,31.0,73.0,24.9,995.7,0.0,N,1.4,3-Aug-2014,400.0
15,28.0,28.0,2.0,14.0,100.0,28.8,1004.4,0.0,N,5.6,23-Apr-2016,300.0
9,15.0,36.0,17.0,38.0,37.0,30.5,997.4,0.0,NW,1.6,9-Jul-2015,500.0
22,37.0,37.0,2.0,110.0,2.0,17.5,996.5,0.0,W,0.2,8-Jun-2015,800.0
4,147.0,147.0,2.0,27.0,126.0,26.4,992.7,0.0,N,0.9,3-Aug-2015,1100.0
4,98.0,98.0,4.0,71.0,40.0,22.0,1006.8,0.0,NNW,0.9,30-Aug-2015,1100.0
11,32.0,32.0,2.0,20.0,130.0,28.2,998.7,0.0,WNW,1.6,1-Jun-2015,500.0
11,53.0,77.0,6.0,27.0,194.0,29.5,995.8,0.0,SSE,3.2,24-Jun-2015,500.0
20,85.0,107.0,71.0,67.0,14.0,-2.2,1016.4,0.0,WNW,1.1,26-Jan-2015,1100.0
11,41.0,82.0,18.0,71.0,41.0,25.8,1002.0,0.0,SE,1.3,23-May-2014,600.0
21,,,,,,0.4,1027.0,0.0,NNE,1.0,29-Dec-2015,1222.923
10,335.0,335.0,10.0,96.0,3.0,18.3,1014.9,0.0,ENE,1.0,9-Oct-2015,2000.0
2,29.0,29.0,2.0,37.0,93.0,21.1,997.1,0.0,NNE,1.4,6-Jun-2016,700.0
7,4.0,11.0,2.0,12.0,42.0,-1.3,1030.4,0.0,NNW,3.3,31-Oct-2017,100.0
18,14.0,35.0,11.0,19.0,135.0,32.9,993.2,0.0,NW,0.0,24-Jul-2014,200.0
5,146.0,146.0,2.0,112.0,2.0,20.1,996.0,0.0,WNW,2.9,18-May-2016,1200.0
16,61.0,74.0,8.0,35.0,,20.9,1012.4,0.0,SW,2.4,29-Sep-2017,500.0
4,30.0,123.0,2.0,43.0,2.0,10.1,999.3,0.0,ENE,1.1,9-Apr-2017,700.0
3,12.0,42.0,4.0,75.0,3.0,10.2,1014.1,0.0,NE,1.3,25-Sep-2014,300.0
12,14.0,36.0,2.0,30.0,39.0,6.1,1018.0,0.0,NE,3.2,27-Nov-2015,500.0
16,76.7,90.4,11.1,34.9,180.9,27.6,1004.1,0.0,SE,1.2,28-Aug-2015,800.0
21,195.0,195.0,17.0,115.0,2.0,-0.2,1016.8,0.0,NNW,1.7,19-Dec-2017,3900.0
6,3.0,18.0,12.0,23.0,31.0,-4.1,1019.0,0.0,WNW,5.5,3-Dec-2015,400.0
15,17.0,52.0,3.0,30.0,86.0,23.5,1003.5,0.0,WNW,4.6,29-Mar-2017,400.0
9,22.0,49.0,5.0,25.0,24.0,25.6,997.9,0.0,N,0.0,11-Jul-2014,600.0
7,94.0,103.0,2.0,53.0,6.0,7.8,1014.4,0.0,NE,0.5,1-Apr-2016,1000.0
3,46.0,86.0,23.0,46.0,9.0,3.1,1020.4,0.0,NNW,2.4,26-Dec-2017,1100.0
1,31.0,67.0,23.0,116.0,1.4994,15.3,1006.2,0.0,NE,0.2,23-May-2014,1222.923
22,5.0,33.0,5.0,10.0,84.0,1.0,1029.0,0.0,NE,3.4,4-Feb-2016,300.0
9,6.0,6.0,4.0,15.0,65.0,31.7,997.5,0.0,NNE,1.8,13-Jul-2015,100.0
23,122.0,125.0,97.0,67.0,21.0,-0.4,1021.2,0.0,E,1.4,6-Feb-2015,2000.0
22,378.0,378.0,35.0,149.0,7.0,-1.6,1022.9,0.0,ESE,1.8,22-Dec-2016,8300.0
8,33.0,129.0,25.0,33.0,29.0,4.1,1018.2,0.0,NNE,2.2,3-Jan-2015,500.0
11,105.0,75.0,7.0,62.0,54.0,24.6,1008.3,0.0,SW,3.8,22-Apr-2015,500.0
13,24.0,59.0,3.0,16.0,210.0,33.6,996.4,0.0,S,2.2,16-Aug-2016,500.0
8,22.0,55.0,55.692,63.0,7.7112,15.0,1011.8,0.0,NNE,1.4,11-Oct-2014,1222.923
17,12.0,19.0,4.0,15.0,76.0,12.4,1010.8,0.0,NNE,2.8,25-Feb-2018,300.0
20,55.0,55.0,2.0,35.0,196.0,29.1,1003.3,0.0,SSW,1.5,20-Aug-2017,900.0
22,79.0,79.0,3.0,21.0,146.0,20.5,1006.9,0.0,E,1.8,28-Aug-2015,800.0
3,5.0,5.0,2.0,38.0,42.0,17.0,1012.8,0.0,NW,4.0,12-Sep-2016,200.0
22,99.0,137.0,44.0,121.0,8.0,-0.4,1014.9,0.0,W,2.0,14-Jan-2017,2700.0
9,52.0,106.0,23.0,61.0,23.0,7.9,1009.0,0.0,ESE,1.8,18-Mar-2016,1100.0
14,181.0,181.0,18.0,17.0,191.0,26.0,995.2,0.0,S,2.4,11-May-2017,1200.0
21,115.0,172.0,28.0,57.0,159.0,25.2,998.0,0.0,NNE,0.6,3-Jun-2014,1300.0
4,36.0,36.0,5.0,24.0,42.0,21.4,994.6,0.0,N,0.8,7-Jul-2014,300.0
16,200.0,200.0,4.0,19.0,251.0,30.7,995.1,0.0,E,2.6,28-Jun-2016,1600.0
0,68.0,85.0,2.0,95.0,9.0,23.6,997.5,0.0,NE,0.6,23-Aug-2015,900.0
20,213.0,213.0,9.0,93.0,2.0,0.0,1012.0,0.0,N,1.1,25-Jan-2016,2700.0
1,154.0,287.0,30.0,38.0,112.0,17.7,1000.3,0.0,ESE,2.0,31-Mar-2016,1600.0
3,124.0,127.0,57.0,99.0,10.0,-1.3,1015.1,0.0,WSW,0.5,13-Mar-2016,2200.0
